iter	Passed	Remaining
1501	117509	38961
1502	117580	38880
1503	117656	38801
1504	117727	38720
1505	117803	38642
1506	117879	38563
1507	117958	38485
1508	118034	38406
1509	118110	38327
1510	118183	38247
1511	118256	38167
1512	118327	38086
1513	118403	38007
1514	118481	37929
1515	118552	37849
1516	118626	37769
1517	118705	37691
1518	118784	37613
1519	118869	37537
1520	118968	37466
1521	119048	37388
1522	119124	37309
1523	119199	37230
1524	119274	37150
1525	119345	37070
1526	119423	36992
1527	119497	36912
1528	119572	36833
1529	119653	36756
1530	119727	36676
1531	119803	36598
1532	119888	36521
1533	119965	36443
1534	120047	36366
1535	120119	36286
1536	120194	36206
1537	120272	36128
1538	120348	36049
1539	120424	35970
1540	120498	35891
1541	120573	35812
1542	120649	35733
1543	120725	35654
1544	120799	35575
1545	120872	35495
1546	120949	35417
1547	121024	35337
1548	121105	35260
1549	121179	35181
1550	121256	35102
1551	121332	35023
1552	121412	34946
1553	121486	34866
1554	121563	34788
1555	121639	34709
1556	121713	34630
1557	121791	34551
1558	121878	34476
1559	121961	34399
1560	122036	34320
1561	122115	34242
1562	122193	34164
1563	122267	34084
1564	122340	34005
1565	122416	33926
1566	122490	33847
1567	122562	33767
1568	122636	33687
1569	122711	33608
1570	122783	33529
1571	122865	33451
1572	122940	33372
1573	123015	33293
1574	123088	33214
1575	123162	33135
1576	123237	33056
1577	123307	32975
1578	123382	32896
1579	123463	32819
1580	123553	32744
1581	123641	32668
1582	123756	32600
1583	123832	32521
1584	123911	32443
1585	123989	32365
1586	124066	32287
1587	124158	32212
1588	124239	32134
1589	124315	32056
1590	124392	31977
1591	124468	31898
1592	124542	31819
1593	124616	31740
1594	124692	31661
1595	124775	31584
1596	124851	31506
1597	124925	31426
1598	124997	31347
1599	125071	31267
1600	125148	31189
1601	125224	31110
1602	125303	31032
1603	125379	30954
1604	125452	30874
1605	125526	30795
1606	125601	30716
1607	125676	30637
1608	125762	30561
1609	125844	30484
1610	125924	30406
1611	125997	30326
1612	126074	30248
1613	126149	30169
1614	126226	30091
1615	126308	30013
1616	126388	29936
1617	126464	29857
1618	126534	29777
1619	126609	29698
1620	126684	29619
1621	126759	29540
1622	126839	29463
1623	126918	29385
1624	126993	29306
1625	127071	29227
1626	127146	29149
1627	127226	29071
1628	127302	28992
1629	127376	28913
1630	127450	28834
1631	127524	28755
1632	127598	28676
1633	127675	28598
1634	127753	28519
1635	127827	28440
1636	127905	28362
1637	127989	28285
1638	128063	28206
1639	128144	28129
1640	128220	28050
1641	128295	27971
1642	128370	27892
1643	128443	27813
1644	128523	27736
1645	128600	27657
1646	128683	27580
1647	128766	27503
1648	128847	27426
1649	128941	27351
1650	129020	27273
1651	129099	27195
1652	129174	27116
1653	129253	27038
1654	129329	26960
1655	129407	26881
1656	129479	26802
1657	129553	26723
